Car_ID,Brand,Model,Variant_Name,Year,Body_Type,Fuel_Type,Transmission,Price_Lakh,Mileage_kmpl,Engine_CC,Seating_Capacity,Service_Cost_INR,Airbags,ABS,Rear_Camera,Touchscreen,Cruise_Control,Sunroof,Safety_Rating,Brand_Image_Score,Sentiment_Score,Headlight_INR,Backlight_INR,FrontBumper_INR,RearBumper_INR,SideMirror_INR
140,Volkswagen,Vento,Highline Petrol MT,2023,Sedan,Petrol,Manual,11.0,17.7,999,5,9000,2,Yes,Yes,Yes,No,No,4,7,0.5,10000,7000,16000,15000,5500
141,Honda,Civic,ZX Petrol CVT,2023,Sedan,Petrol,Automatic,21.5,16.5,1799,5,10000,6,Yes,Yes,Yes,Yes,Yes,5,8,0.7,15000,10000,22000,20000,8500
142,Hyundai,Ioniq 5,EV AWD,2024,SUV,Electric,Automatic,46.0,0.0,0,5,14000,6,Yes,Yes,Yes,Yes,Yes,5,9,0.75,26000,18000,38000,36000,15000
143,Kia,EV6,GT Line AWD,2024,SUV,Electric,Automatic,60.9,0.0,0,5,15000,8,Yes,Yes,Yes,Yes,Yes,5,9,0.75,28000,19000,42000,40000,16000
144,Nissan,X-Trail,Petrol CVT,2024,SUV,Petrol,Automatic,40.0,13.7,1497,5,13000,6,Yes,Yes,Yes,Yes,Yes,4,6,0.45,30000,20000,45000,42000,17000
145,Maruti Suzuki,S-Presso,Std Petrol MT,2024,Hatchback,Petrol,Manual,4.3,24.8,998,5,4100,2,Yes,No,Yes,No,No,2,8,0.55,5000,3200,7000,6000,2500
146,Maruti Suzuki,S-Presso,VXi Petrol AMT,2024,Hatchback,Petrol,Automatic,5.8,24.1,998,5,4400,2,Yes,Yes,Yes,No,No,2,8,0.55,5500,3500,7500,6500,2700
147,Maruti Suzuki,S-Presso,VXi CNG MT,2024,Hatchback,CNG,Manual,6.3,32.7,998,5,4300,2,Yes,No,Yes,No,No,2,8,0.55,5800,3800,7800,6800,2800
148,Hyundai,Exter,EX Petrol MT,2024,SUV,Petrol,Manual,6.1,19.4,1197,5,6000,2,Yes,Yes,Yes,No,No,4,8,0.65,9000,6000,14000,13000,5000
149,Hyundai,Exter,SX Petrol AMT,2024,SUV,Petrol,Automatic,8.0,19.2,1197,5,6400,4,Yes,Yes,Yes,No,No,4,8,0.65,10000,7000,16000,15000,5500
150,Hyundai,Exter,SX CNG MT,2024,SUV,CNG,Manual,8.6,27.1,1197,5,6200,2,Yes,No,Yes,No,No,4,8,0.65,9500,6500,15000,14000,5200
151,Tata Motors,Yodha Pickup,4x2 Diesel MT,2024,Pickup,Diesel,Manual,8.0,13.0,2956,2,7000,2,Yes,No,No,No,No,3,6,0.45,10000,7000,16000,15000,5500
152,Tata Motors,Xenon,XT Diesel MT,2024,Pickup,Diesel,Manual,11.2,12.5,2179,5,8200,2,Yes,Yes,Yes,No,No,3,6,0.45,12000,8000,18000,16000,6500
153,Mahindra,Jeeto,Diesel MT,2024,Pickup,Diesel,Manual,5.6,33.0,625,2,4500,0,No,No,No,No,No,1,6,0.4,4500,3000,6500,5500,2200
154,Mahindra,KUV100 NXT,K2 Plus Petrol MT,2024,Hatchback,Petrol,Manual,6.3,18.1,1198,5,5200,2,Yes,No,Yes,No,No,3,6,0.45,7000,4500,10000,9000,3500
155,Mahindra,KUV100 NXT,K6 Plus Petrol AMT,2024,Hatchback,Petrol,Automatic,7.4,18.0,1198,5,5500,2,Yes,Yes,Yes,No,No,3,6,0.45,8000,5200,12000,11000,4200
156,Toyota,Land Cruiser 300,ZX Diesel AT,2024,SUV,Diesel,Automatic,210.0,11.0,3346,5,25000,10,Yes,Yes,Yes,Yes,Yes,5,9,0.85,45000,30000,60000,55000,25000
157,Honda,City Hybrid,e:HEV ZX AT,2024,Sedan,Petrol,Automatic,20.7,26.5,1498,5,9000,6,Yes,Yes,Yes,Yes,Yes,5,8,0.75,16000,11000,24000,22000,9000
158,Volkswagen,Passat,GT Petrol AT,2023,Sedan,Petrol,Automatic,34.0,16.0,1984,5,13000,8,Yes,Yes,Yes,Yes,Yes,5,8,0.6,30000,20000,45000,42000,17000
159,Skoda,Kodiaq,L&K Petrol AT,2024,SUV,Petrol,Automatic,39.9,12.8,1984,7,14000,9,Yes,Yes,Yes,Yes,Yes,5,8,0.65,32000,22000,48000,45000,19000
160,Renault,Lodgy,Stepway Diesel MT,2023,MPV,Diesel,Manual,11.5,19.0,1461,7,7000,2,Yes,Yes,Yes,No,No,3,6,0.4,12000,8000,18000,16000,6500
161,Nissan,GT-R,Premium AWD AT,2024,Sports,Petrol,Automatic,212.0,8.0,3799,4,30000,8,Yes,Yes,Yes,Yes,Yes,5,9,0.8,50000,35000,70000,65000,28000
162,Kia,Stinger,GT Petrol AT,2023,Sedan,Petrol,Automatic,55.0,10.4,3342,5,18000,8,Yes,Yes,Yes,Yes,Yes,5,8,0.7,35000,24000,52000,48000,20000
163,Hyundai,Tucson,Platinum Diesel AT,2024,SUV,Diesel,Automatic,34.0,16.4,1999,5,12000,6,Yes,Yes,Yes,Yes,Yes,5,8,0.7,26000,18000,38000,36000,15000
164,Maruti Suzuki,Jimny,Zeta Petrol MT,2024,SUV,Petrol,Manual,12.7,16.9,1462,4,6500,6,Yes,Yes,Yes,Yes,No,4,8,0.6,12000,8000,18000,16000,6500
165,Maruti Suzuki,Jimny,Alpha Petrol AT,2024,SUV,Petrol,Automatic,15.0,16.4,1462,4,7000,6,Yes,Yes,Yes,Yes,No,4,8,0.6,14000,9000,20000,18000,7500
166,Maruti Suzuki,Eeco,5STR Petrol MT,2024,MPV,Petrol,Manual,5.4,19.7,1197,5,4200,2,Yes,No,No,No,No,2,7,0.45,4500,3000,6500,5500,2200
167,Maruti Suzuki,Eeco,Cargo CNG MT,2024,MPV,CNG,Manual,6.8,26.8,1197,2,4300,2,Yes,No,No,No,No,2,7,0.45,5000,3200,7000,6000,2500
168,Hyundai,Grand i10 Nios,Asta Petrol MT,2024,Hatchback,Petrol,Manual,8.0,20.7,1197,5,5800,4,Yes,Yes,Yes,No,No,3,8,0.65,8000,5200,12000,11000,4200
169,Hyundai,Grand i10 Nios,Asta Petrol AT,2024,Hatchback,Petrol,Automatic,9.2,20.1,1197,5,6200,4,Yes,Yes,Yes,No,No,3,8,0.65,9000,6000,14000,13000,5000
170,Tata Motors,Punch,EV LR,2024,SUV,Electric,Automatic,13.8,0.0,0,5,7000,4,Yes,Yes,Yes,No,No,5,7,0.6,14000,9000,20000,18000,7500
171,Tata Motors,Altroz,CNG XZ MT,2024,Hatchback,CNG,Manual,9.2,26.2,1199,5,5600,4,Yes,Yes,Yes,No,No,5,7,0.6,9000,6000,14000,13000,5000
172,Mahindra,Bolero Camper,Gold Diesel MT,2024,Pickup,Diesel,Manual,10.5,15.0,2523,5,7800,2,Yes,No,No,No,No,3,7,0.55,12000,8000,18000,16000,6500
173,Mahindra,XUV500,W7 Diesel MT,2023,SUV,Diesel,Manual,15.0,15.1,2179,7,9000,6,Yes,Yes,Yes,No,No,4,7,0.55,16000,11000,24000,22000,9000
174,Honda,Brio,S Petrol MT,2023,Hatchback,Petrol,Manual,6.5,18.2,1199,5,6200,2,Yes,No,Yes,No,No,4,8,0.65,6500,4200,9000,8000,3200
175,Honda,Brio,EX Petrol AT,2023,Hatchback,Petrol,Automatic,7.9,17.5,1199,5,6600,2,Yes,Yes,Yes,No,No,4,8,0.65,7500,4800,11000,10000,3800
176,Toyota,Yaris,J Petrol MT,2023,Sedan,Petrol,Manual,11.0,17.1,1496,5,8000,7,Yes,Yes,Yes,No,No,5,9,0.75,12000,8000,18000,16000,6500
177,Toyota,Yaris,V Petrol CVT,2023,Sedan,Petrol,Automatic,14.2,16.8,1496,5,8500,7,Yes,Yes,Yes,No,No,5,9,0.75,15000,10000,22000,20000,8500
178,Kia,Seltos,HTX Petrol IVT,2024,SUV,Petrol,Automatic,15.6,16.8,1497,5,8600,6,Yes,Yes,Yes,Yes,Yes,4,8,0.65,16000,11000,24000,22000,9000
179,Kia,Carens,Prestige Plus Petrol AT,2024,MPV,Petrol,Automatic,14.9,15.8,1497,7,8200,4,Yes,Yes,Yes,Yes,No,4,8,0.65,14000,9000,20000,18000,7500
180,Skoda,Octavia,Style Petrol AT,2023,Sedan,Petrol,Automatic,26.5,15.8,1984,5,12000,8,Yes,Yes,Yes,Yes,Yes,5,8,0.6,28000,18000,42000,40000,16000
181,Volkswagen,Ameo,Comfortline Petrol MT,2023,Sedan,Petrol,Manual,8.4,19.4,999,5,8200,2,Yes,Yes,Yes,No,No,4,7,0.5,8000,5200,12000,11000,4200
182,Volkswagen,Ameo,Highline Petrol AT,2023,Sedan,Petrol,Automatic,10.2,18.6,999,5,8600,4,Yes,Yes,Yes,No,No,4,7,0.5,10000,7000,16000,15000,5500
183,Renault,Scala,RXZ Petrol MT,2023,Sedan,Petrol,Manual,9.2,16.0,1498,5,7200,2,Yes,Yes,Yes,No,No,3,6,0.4,9000,6000,14000,13000,5000
184,Nissan,Terrano,XL Diesel MT,2023,SUV,Diesel,Manual,11.4,19.0,1461,5,7800,2,Yes,Yes,Yes,No,No,4,6,0.45,12000,8000,18000,16000,6500
185,Nissan,Terrano,XV Diesel AT,2023,SUV,Diesel,Automatic,13.8,18.1,1461,5,8200,4,Yes,Yes,Yes,No,No,4,6,0.45,14000,9000,20000,18000,7500
186,Maruti Suzuki,Ciaz,Delta Petrol MT,2024,Sedan,Petrol,Manual,9.4,20.6,1462,5,5500,2,Yes,Yes,Yes,No,No,3,8,0.6,9000,6000,14000,13000,5000
187,Maruti Suzuki,Ciaz,Alpha Petrol AT,2024,Sedan,Petrol,Automatic,11.8,20.0,1462,5,6000,4,Yes,Yes,Yes,No,No,3,8,0.6,11000,7500,17000,16000,6000
188,Hyundai,Elantra,SX Petrol AT,2023,Sedan,Petrol,Automatic,20.1,14.6,1999,5,10000,6,Yes,Yes,Yes,Yes,Yes,5,8,0.65,20000,14000,30000,28000,11000
189,Hyundai,Santa Fe,GL Diesel AT,2023,SUV,Diesel,Automatic,32.0,13.5,2199,7,12500,6,Yes,Yes,Yes,Yes,Yes,5,8,0.65,26000,18000,38000,36000,15000
190,Tata Motors,Zest,XE Diesel MT,2023,Sedan,Diesel,Manual,7.8,23.0,1248,5,5200,2,Yes,Yes,Yes,No,No,4,7,0.55,9000,6000,14000,13000,5000
191,Mahindra,Quanto,C8 Diesel MT,2023,SUV,Diesel,Manual,8.6,17.2,1493,7,6800,2,Yes,Yes,Yes,No,No,3,6,0.45,8000,5200,12000,11000,4200
192,Honda,Mobilio,S Petrol MT,2023,MPV,Petrol,Manual,9.0,17.4,1498,7,7000,2,Yes,Yes,Yes,No,No,4,8,0.65,9000,6000,14000,13000,5000
193,Toyota,Etios Liva,G Petrol MT,2023,Hatchback,Petrol,Manual,6.9,17.7,1197,5,5200,2,Yes,Yes,Yes,No,No,4,9,0.7,8000,5200,12000,11000,4200
194,Toyota,Etios,VD Diesel MT,2023,Sedan,Diesel,Manual,8.8,23.6,1364,5,5600,2,Yes,Yes,Yes,No,No,4,9,0.7,9000,6000,14000,13000,5000
195,Kia,Rio,Base Petrol MT,2023,Hatchback,Petrol,Manual,6.8,18.5,1197,5,6000,2,Yes,No,Yes,No,No,3,7,0.5,7000,4500,10000,9000,3500
196,Skoda,Fabia,Active Petrol MT,2023,Hatchback,Petrol,Manual,7.4,18.0,999,5,7800,2,Yes,Yes,Yes,No,No,4,7,0.5,8000,5200,12000,11000,4200
197,Volkswagen,Jetta,Comfortline Diesel MT,2023,Sedan,Diesel,Manual,19.5,21.0,1968,5,11000,6,Yes,Yes,Yes,Yes,No,5,8,0.6,18000,12000,26000,24000,9000
198,Renault,Captur,Platine Petrol MT,2023,SUV,Petrol,Manual,11.2,13.9,1498,5,7600,4,Yes,Yes,Yes,No,No,4,6,0.45,12000,8000,18000,16000,6500
199,Nissan,Evalia,XL Diesel MT,2023,MPV,Diesel,Manual,10.8,19.0,1461,7,7200,2,Yes,Yes,Yes,No,No,3,6,0.45,11000,7500,17000,16000,6000
200,Maruti Suzuki,Ritz,VXi Petrol MT,2023,Hatchback,Petrol,Manual,6.2,18.5,1197,5,4800,2,Yes,Yes,Yes,No,No,3,7,0.5,6000,4000,8500,7500,3000
201,Hyundai,Creta,Facelift SX Petrol AT,2026,SUV,Petrol,Automatic,20.6,17.8,1497,5,9200,6,Yes,Yes,Yes,Yes,Yes,5,8,0.67,19500,13500,28000,26000,9800
202,Hyundai,Creta,Facelift EV LR,2026,SUV,Electric,Automatic,22.8,0.0,0,5,9800,6,Yes,Yes,Yes,Yes,Yes,5,8,0.68,21000,15000,31000,29000,10500
203,Maruti Suzuki,Brezza,2026 ZXi Petrol AT,2026,SUV,Petrol,Automatic,13.2,20.5,1462,5,6000,6,Yes,Yes,Yes,Yes,No,4,8,0.62,11500,7800,17000,16000,6000
204,Maruti Suzuki,Grand Vitara,Hybrid Plus AT,2026,SUV,Petrol,Automatic,22.1,28.5,1490,5,9200,6,Yes,Yes,Yes,Yes,Yes,5,8,0.64,20000,14000,29000,27000,10000
205,Tata Motors,Nexon,2026 Facelift Petrol MT,2026,SUV,Petrol,Manual,10.4,17.8,1199,5,6800,6,Yes,Yes,Yes,Yes,No,5,7,0.61,11000,7600,16500,15500,5800
206,Tata Motors,Nexon,EV Max 2026,2026,SUV,Electric,Automatic,19.8,0.0,0,5,9000,6,Yes,Yes,Yes,Yes,Yes,5,7,0.62,18500,13000,27000,25500,9500
207,Hyundai,Venue,2026 SX Turbo AT,2026,SUV,Petrol,Automatic,14.2,18.2,998,5,8200,6,Yes,Yes,Yes,Yes,Yes,4,8,0.66,14500,10000,21500,20000,7800
208,Kia,Sonet,2026 GTX Diesel AT,2026,SUV,Diesel,Automatic,16.3,19.5,1493,5,8600,6,Yes,Yes,Yes,Yes,Yes,4,8,0.66,15500,10800,23000,21500,8200
209,Mahindra,XUV3XO,AX7 Petrol AT,2026,SUV,Petrol,Automatic,14.9,18.0,1197,5,7800,6,Yes,Yes,Yes,Yes,Yes,5,7,0.61,15000,10500,22500,21000,8000
210,Mahindra,XUV700,AX7L Hybrid AT,2026,SUV,Petrol,Automatic,25.8,17.2,1999,7,11000,7,Yes,Yes,Yes,Yes,Yes,5,8,0.62,23000,16000,34000,32000,12500
211,Toyota,Innova Hycross,Hybrid ZX AT,2026,MPV,Petrol,Automatic,32.0,23.5,1987,7,12000,7,Yes,Yes,Yes,Yes,Yes,5,9,0.78,28000,19500,42000,39500,16500
212,Toyota,Urban Cruiser Taisor,Turbo AT,2026,SUV,Petrol,Automatic,14.1,20.8,998,5,7200,6,Yes,Yes,Yes,Yes,No,4,9,0.74,14000,9800,21000,19500,7500
213,Honda,City,2026 Facelift ZX CVT,2026,Sedan,Petrol,Automatic,16.8,18.5,1498,5,8600,6,Yes,Yes,Yes,Yes,Yes,5,8,0.72,15500,10800,23000,21500,8200
214,Honda,Elevate,Hybrid AT,2026,SUV,Petrol,Automatic,18.9,22.0,1498,5,9000,6,Yes,Yes,Yes,Yes,Yes,5,8,0.73,17000,12000,25500,24000,9000
215,Skoda,Slavia,2026 Monte Carlo AT,2026,Sedan,Petrol,Automatic,18.6,19.5,1498,5,10200,6,Yes,Yes,Yes,Yes,Yes,5,7,0.56,18500,13000,27500,26000,9800
216,Volkswagen,Virtus,GT Plus MT 2026,2026,Sedan,Petrol,Manual,16.9,19.8,1498,5,10000,6,Yes,Yes,Yes,Yes,Yes,5,7,0.55,18000,12500,27000,25500,9500
217,Renault,Kiger,2026 Turbo AT,2026,SUV,Petrol,Automatic,11.6,20.0,999,5,6200,4,Yes,Yes,Yes,Yes,No,4,6,0.46,11500,7800,17000,16000,6000
218,Nissan,Magnite,2026 Facelift CVT,2026,SUV,Petrol,Automatic,11.9,19.5,999,5,6400,4,Yes,Yes,Yes,Yes,No,4,6,0.47,11800,8000,17500,16500,6200
219,Tata Motors,Curvv,ICE Turbo AT,2026,SUV,Petrol,Automatic,17.8,18.5,1497,5,8800,6,Yes,Yes,Yes,Yes,Yes,5,7,0.63,17000,12000,26000,24500,9200
220,Tata Motors,Curvv,EV AWD,2026,SUV,Electric,Automatic,22.5,0.0,0,5,9800,6,Yes,Yes,Yes,Yes,Yes,5,7,0.64,20000,14500,30000,28500,10500
221,Maruti Suzuki,Fronx,Delta Plus Petrol MT,2026,SUV,Petrol,Manual,10.9,21.5,1197,5,5800,4,Yes,Yes,Yes,No,No,4,8,0.62,12000,8200,18000,17000,6500
222,Maruti Suzuki,Baleno,2026 Zeta Petrol MT,2026,Hatchback,Petrol,Manual,8.9,22.3,1197,5,5200,4,Yes,Yes,Yes,No,No,4,8,0.61,9000,6000,14000,13000,5000
223,Hyundai,Venue,N Line Turbo MT,2026,SUV,Petrol,Manual,13.5,18.0,998,5,8000,6,Yes,Yes,Yes,Yes,No,4,8,0.66,14500,10000,21500,20000,7800
224,Hyundai,i20,2026 Sportz Petrol MT,2026,Hatchback,Petrol,Manual,8.6,20.3,1197,5,6400,4,Yes,Yes,Yes,No,No,3,8,0.65,9000,6000,14000,13000,5000
225,Tata Motors,Punch,2026 Creative Petrol MT,2026,SUV,Petrol,Manual,7.4,20.1,1199,5,5600,4,Yes,Yes,Yes,No,No,5,7,0.60,9500,6500,15000,14000,5200
226,Tata Motors,Altroz,2026 XZ Plus Diesel MT,2026,Hatchback,Diesel,Manual,10.4,23.6,1497,5,6200,4,Yes,Yes,Yes,No,No,5,7,0.61,11000,7500,16500,15500,5800
227,Mahindra,Thar,RWD Diesel MT,2026,SUV,Diesel,Manual,14.9,15.2,2184,4,9800,4,Yes,Yes,Yes,No,No,4,8,0.60,15500,10800,23000,21500,8200
228,Mahindra,Scorpio N,Z4 Petrol MT,2026,SUV,Petrol,Manual,15.8,14.4,1997,7,9000,4,Yes,Yes,Yes,Yes,No,5,8,0.61,17000,12000,25500,24000,9000
229,Toyota,Urban Cruiser Hyryder,NeoDrive AT,2026,SUV,Petrol,Automatic,15.6,21.1,1462,5,8200,4,Yes,Yes,Yes,Yes,No,4,9,0.74,15500,10800,23000,21500,8200
230,Kia,Sonet,2026 HTX Petrol AT,2026,SUV,Petrol,Automatic,12.9,18.4,1197,5,7800,6,Yes,Yes,Yes,Yes,No,4,8,0.65,15000,10500,22500,21000,8000
231,Maruti Suzuki,Swift,2025 ZXi Petrol AT,2025,Hatchback,Petrol,Automatic,8.4,22.2,1197,5,5200,6,Yes,Yes,Yes,No,No,4,8,0.61,7200,4800,10500,9500,3600
232,Maruti Suzuki,Baleno,2025 Alpha Petrol AT,2025,Hatchback,Petrol,Automatic,9.9,22.0,1197,5,5400,6,Yes,Yes,Yes,No,Yes,4,8,0.62,9000,6000,14000,13000,5000
233,Maruti Suzuki,Fronx,Turbo Petrol AT,2025,SUV,Petrol,Automatic,11.8,20.5,998,5,6200,6,Yes,Yes,Yes,Yes,No,4,8,0.63,11500,7800,17000,16000,6000
234,Maruti Suzuki,Grand Vitara,Hybrid Zeta AT,2025,SUV,Petrol,Automatic,21.0,27.8,1490,5,9000,6,Yes,Yes,Yes,Yes,Yes,5,8,0.64,19000,13500,28000,26000,9800
235,Hyundai,i20,N Line Turbo MT,2025,Hatchback,Petrol,Manual,10.6,20.0,998,5,6800,6,Yes,Yes,Yes,Yes,No,4,8,0.66,10000,7000,16000,15000,5500
236,Hyundai,Creta,2025 SX Diesel AT,2025,SUV,Diesel,Automatic,20.0,19.1,1493,5,9000,6,Yes,Yes,Yes,Yes,Yes,5,8,0.67,18500,13000,27000,25500,9500
237,Hyundai,Verna,Turbo SX MT,2025,Sedan,Petrol,Manual,13.2,20.5,1482,5,7800,6,Yes,Yes,Yes,Yes,Yes,5,8,0.66,14000,10000,22000,20500,8000
238,Tata Motors,Nexon,2025 Diesel MT,2025,SUV,Diesel,Manual,12.2,23.0,1497,5,7200,6,Yes,Yes,Yes,Yes,No,5,7,0.62,13500,9500,21000,19500,7500
239,Tata Motors,Punch,2025 CNG MT,2025,SUV,CNG,Manual,7.8,26.9,1199,5,5600,4,Yes,Yes,Yes,No,No,5,7,0.60,9500,6500,15000,14000,5200
240,Tata Motors,Harrier,2025 Diesel AT,2025,SUV,Diesel,Automatic,25.5,15.5,1956,5,10800,6,Yes,Yes,Yes,Yes,Yes,5,7,0.61,23000,16000,34000,32000,12500
241,Mahindra,XUV300,TurboSport AT,2025,SUV,Petrol,Automatic,13.5,18.5,1197,5,7600,6,Yes,Yes,Yes,Yes,No,5,7,0.60,14500,10000,21500,20000,7800
242,Mahindra,Scorpio N,Z6 Diesel MT,2025,SUV,Diesel,Manual,18.5,16.0,2198,7,9200,6,Yes,Yes,Yes,Yes,No,5,8,0.61,20000,14000,30000,28000,11000
243,Mahindra,Thar,2025 LX Petrol AT,2025,SUV,Petrol,Automatic,17.5,14.8,1997,4,10200,4,Yes,Yes,Yes,No,No,4,8,0.60,16000,11000,24000,22000,9000
244,Hyundai,Venue,2025 SX Diesel MT,2025,SUV,Diesel,Manual,12.8,23.4,1493,5,8200,6,Yes,Yes,Yes,Yes,No,4,8,0.65,14500,10000,21500,20000,7800
245,Kia,Seltos,2025 HTX Petrol AT,2025,SUV,Petrol,Automatic,16.2,16.8,1497,5,8600,6,Yes,Yes,Yes,Yes,Yes,4,8,0.66,16500,11500,24500,23000,8800
246,Kia,Sonet,2025 GTX Diesel MT,2025,SUV,Diesel,Manual,13.8,19.0,1493,5,7800,6,Yes,Yes,Yes,Yes,No,4,8,0.65,15000,10500,22500,21000,8000
247,Skoda,Kushaq,2025 Style AT,2025,SUV,Petrol,Automatic,18.0,18.6,1498,5,10400,6,Yes,Yes,Yes,Yes,Yes,5,7,0.55,18500,13000,27500,26000,9800
248,Skoda,Slavia,2025 Style MT,2025,Sedan,Petrol,Manual,14.8,20.3,999,5,9600,4,Yes,Yes,Yes,Yes,No,5,7,0.55,15500,10800,23000,21500,8200
249,Volkswagen,Taigun,2025 GT Plus AT,2025,SUV,Petrol,Automatic,18.8,17.8,1498,5,10800,6,Yes,Yes,Yes,Yes,Yes,5,7,0.55,20000,14000,30000,28000,11000
250,Volkswagen,Virtus,2025 Highline MT,2025,Sedan,Petrol,Manual,12.8,20.8,999,5,9400,4,Yes,Yes,Yes,Yes,No,5,7,0.54,14500,10000,21500,20000,7800
251,Honda,City,2025 V MT,2025,Sedan,Petrol,Manual,12.4,17.8,1498,5,7800,4,Yes,Yes,Yes,Yes,No,5,8,0.71,13500,9500,21000,19500,7500
252,Honda,City,Hybrid ZX AT,2025,Sedan,Petrol,Automatic,21.5,26.5,1498,5,9200,6,Yes,Yes,Yes,Yes,Yes,5,8,0.74,18000,12500,27000,25500,9500
253,Honda,Elevate,2025 ZX MT,2025,SUV,Petrol,Manual,14.8,15.5,1498,5,8200,6,Yes,Yes,Yes,Yes,No,4,8,0.72,15500,10800,23000,21500,8200
254,Toyota,Innova Crysta,2025 GX Diesel MT,2025,MPV,Diesel,Manual,21.8,15.6,2393,7,10200,3,Yes,Yes,Yes,Yes,No,5,9,0.76,20000,14000,30000,28000,11000
255,Toyota,Innova Hycross,2025 Hybrid VX AT,2025,MPV,Petrol,Automatic,29.5,23.5,1987,7,11500,6,Yes,Yes,Yes,Yes,Yes,5,9,0.78,26000,18000,39000,37000,15000
256,Toyota,Urban Cruiser Hyryder,2025 Hybrid AT,2025,SUV,Petrol,Automatic,19.5,27.9,1490,5,9000,6,Yes,Yes,Yes,Yes,Yes,5,9,0.75,18000,12500,27000,25500,9500
257,Renault,Kiger,2025 Turbo MT,2025,SUV,Petrol,Manual,10.5,20.5,999,5,6000,4,Yes,Yes,Yes,Yes,No,4,6,0.46,11000,7500,16500,15500,5800
258,Nissan,Magnite,2025 Turbo AT,2025,SUV,Petrol,Automatic,11.2,19.7,999,5,6200,4,Yes,Yes,Yes,Yes,No,4,6,0.47,11500,7800,17000,16000,6000
259,Tata Motors,Tiago,2025 EV LR,2025,Hatchback,Electric,Automatic,12.8,0.0,0,5,6800,4,Yes,Yes,Yes,No,No,4,7,0.58,14000,9500,21000,19500,7500
260,Tata Motors,Tigor,2025 EV AT,2025,Sedan,Electric,Automatic,13.5,0.0,0,5,7000,4,Yes,Yes,Yes,No,No,4,7,0.58,14500,10000,21500,20000,7800
261,Hyundai,Exter,2025 SX AMT,2025,SUV,Petrol,Automatic,8.9,19.2,1197,5,6500,4,Yes,Yes,Yes,No,No,4,8,0.64,11000,7500,16500,15500,5800
262,Maruti Suzuki,XL6,2025 Alpha AT,2025,MPV,Petrol,Automatic,14.8,20.0,1462,6,7000,4,Yes,Yes,Yes,No,No,3,8,0.61,14000,10000,22000,20500,8000
263,Kia,Carens,2025 Luxury Plus AT,2025,MPV,Diesel,Automatic,19.8,18.4,1493,7,9000,6,Yes,Yes,Yes,Yes,Yes,5,8,0.66,18500,13000,27000,25500,9500
264,Mahindra,Bolero Neo,2025 N10 MT,2025,SUV,Diesel,Manual,12.5,17.3,1493,7,8000,2,Yes,Yes,Yes,No,No,4,7,0.55,13500,9500,21000,19500,7500
265,Skoda,Kodiaq,2025 L&K AT,2025,SUV,Petrol,Automatic,41.0,12.8,1984,7,14500,9,Yes,Yes,Yes,Yes,Yes,5,8,0.66,32000,22000,48000,45000,19000
266,Volkswagen,Tiguan,2025 R-Line AT,2025,SUV,Petrol,Automatic,38.5,12.6,1984,5,13800,9,Yes,Yes,Yes,Yes,Yes,5,8,0.64,30000,20000,45000,42000,17000
267,Toyota,Fortuner,2025 4x4 Diesel AT,2025,SUV,Diesel,Automatic,43.0,13.5,2755,7,14000,7,Yes,Yes,Yes,Yes,Yes,5,9,0.80,46000,31000,62000,58000,26000
268,Hyundai,Tucson,2025 Platinum AT,2025,SUV,Diesel,Automatic,35.5,16.4,1999,5,12800,6,Yes,Yes,Yes,Yes,Yes,5,8,0.70,27000,18500,40000,38000,15500
269,Maruti Suzuki,Jimny,2025 Alpha AT,2025,SUV,Petrol,Automatic,15.6,16.4,1462,4,7200,6,Yes,Yes,Yes,Yes,No,4,8,0.62,15000,10500,22500,21000,8000
270,Honda,Amaze,2025 ZX AT,2025,Sedan,Petrol,Automatic,9.8,18.3,1199,5,7200,4,Yes,Yes,Yes,No,No,4,8,0.70,11000,7500,16500,15500,5800
271,Maruti Suzuki,Alto K10,2025 VXi CNG MT,2025,Hatchback,CNG,Manual,6.1,33.8,998,5,4200,2,Yes,No,Yes,No,No,2,8,0.56,5200,3500,7200,6200,2600
272,Maruti Suzuki,WagonR,2025 ZXi CNG MT,2025,Hatchback,CNG,Manual,7.6,34.0,1197,5,4800,2,Yes,No,Yes,No,No,3,8,0.60,7200,4800,10500,9500,3600
273,Maruti Suzuki,Celerio,2025 ZXi CNG MT,2025,Hatchback,CNG,Manual,7.8,34.4,998,5,4600,2,Yes,No,Yes,No,No,3,8,0.60,7200,4800,10500,9500,3600
274,Maruti Suzuki,Baleno,2025 Delta CNG MT,2025,Hatchback,CNG,Manual,9.4,30.6,1197,5,5200,2,Yes,Yes,Yes,No,No,3,8,0.61,9000,6000,14000,13000,5000
275,Maruti Suzuki,Swift,2025 VXi CNG MT,2025,Hatchback,CNG,Manual,8.9,30.5,1197,5,5000,2,Yes,No,Yes,No,No,3,8,0.61,7200,4800,10500,9500,3600
276,Maruti Suzuki,Brezza,2025 ZXi CNG MT,2025,SUV,CNG,Manual,12.4,25.5,1462,5,6000,4,Yes,Yes,Yes,No,No,4,8,0.62,11500,7800,17000,16000,6000
277,Maruti Suzuki,Ertiga,2025 VXi CNG MT,2025,MPV,CNG,Manual,11.9,26.1,1462,7,5400,4,Yes,Yes,Yes,No,No,3,8,0.61,11500,7800,17000,16000,6000
